Title; death_cause; Occupation; Death_Year; Birth_Year; Death_Place
Simone_Signoret​​​​;Pancreatic cancer​​​​;Simone_Signoret__1​​​​;1985​​​​;1921​​​​;['France', 'Autheuil-Authouillet']​​​​
Sister_Mary_Irene_FitzGibbon​​​​;Cardiovascular disease​​​​;['Sister_Mary_Irene_FitzGibbon__1', 'Teacher', 'Orphanage', 'Catholic sisters and nuns in the United States']​​​​;1896​​​​;1823​​​​;['New York City', 'United States', 'New York']​​​​
Slavko_Hirsch​​​​;The Holocaust​​​​;None​​​​;1942​​​​;1893​​​​;Jasenovac concentration camp​​​​
Slavoljub_Eduard_Penkala​​​​;Pneumonia​​​​;['Slavoljub_Eduard_Penkala__1', 'Invention']​​​​;1922​​​​;1871​​​​;['Zagreb', 'Kingdom of Yugoslavia']​​​​
Slađa_Guduraš​​​​;Single-vehicle crash​​​​;Slađa_Guduraš__2​​​​;2014​​​​;1987​​​​;['Serbia', 'Sremska Mitrovica']​​​​
Slim_Summerville​​​​;Stroke​​​​;Slim_Summerville__1​​​​;1946​​​​;1892​​​​;['Laguna Beach California', 'United States']​​​​
Soe_Nyunt​​​​;Liver cancer​​​​;Soe_Nyunt__1​​​​;2009​​​​;1932​​​​;['Myanmar', 'Yangon', 'Botataung Township']​​​​
Sogen_Kato​​​​;Sokushinbutsu​​​​;None​​​​;1978​​​​;1899​​​​;Adachi Tokyo​​​​
Solomon_Abudarham​​​​;Yellow fever​​​​;None​​​​;1804​​​​;None​​​​;Gibraltar​​​​
Sonia_Tomara​​​​;Stroke​​​​;['Sonia_Tomara__1', 'Journalist']​​​​;None​​​​;1897​​​​;['New Jersey', 'United States']​​​​
Sonny_Tufts​​​​;Pneumonia​​​​;Sonny_Tufts__1​​​​;1970​​​​;1911​​​​;Santa Monica California​​​​
Sophia_Mirza​​​​;Chronic fatigue syndrome​​​​;None​​​​;2005​​​​;['1973', '1974']​​​​;Brighton​​​​
Sophiya_Haque​​​​;Pneumonia​​​​;['Sophiya_Haque__1', 'VJ (media personality)']​​​​;2013​​​​;1971​​​​;None​​​​
Sorrell_Booke​​​​;Colorectal cancer​​​​;['Sorrell_Booke__1', 'Actor']​​​​;1994​​​​;1930​​​​;Sherman Oaks Los Angeles​​​​
Spalding_Gray​​​​;Suicide​​​​;Spalding_Gray__1​​​​;2004​​​​;1941​​​​;['New York City', 'New York']​​​​
Spanish_Louie​​​​;Murder​​​​;Spanish_Louie__1​​​​;['1910', '1900']​​​​;None​​​​;Manhattan​​​​
Spencer_Darwin_Pettis​​​​;Duel​​​​;['Spencer_Darwin_Pettis__1', 'Spencer_Darwin_Pettis__2']​​​​;1831​​​​;1802​​​​;St. Louis​​​​
Spoony_Singh​​​​;Heart failure​​​​;Spoony_Singh__1​​​​;2006​​​​;1922​​​​;Malibu California​​​​
Spring_Byington​​​​;Cancer​​​​;Spring_Byington__1​​​​;1971​​​​;1886​​​​;Los Angeles​​​​
Spyros_Skouras​​​​;Myocardial infarction​​​​;Spyros_Skouras__1​​​​;1971​​​​;1893​​​​;['Mamaroneck (village) New York', 'United States']​​​​
St._Julien_Ravenel​​​​;Cirrhosis​​​​;St._Julien_Ravenel__1​​​​;1882​​​​;1819​​​​;None​​​​
St._Louis_Jane_Doe​​​​;Homicide​​​​;None​​​​;1983​​​​;1972​​​​;None​​​​
Stacy_Keach,_Sr.​​​​;Heart failure​​​​;['Stacy_Keach_Sr.__1', 'Television', 'Film']​​​​;2003​​​​;1914​​​​;['California', 'Burbank California']​​​​
Stafford_Repp​​​​;Myocardial infarction​​​​;None​​​​;1974​​​​;1918​​​​;['California', 'Inglewood California']​​​​
Stan_Freberg​​​​;Pneumonia​​​​;['Stan_Freberg__2', 'Stan_Freberg__3', 'Stan_Freberg__4', 'Stan_Freberg__5', 'Stan_Freberg__6', 'Stan_Freberg__7', 'Puppeteer']​​​​;2015​​​​;1926​​​​;Santa Monica California​​​​
Stan_Laurel​​​​;Myocardial infarction​​​​;['Stan_Laurel__1', 'Actor']​​​​;1965​​​​;1890​​​​;Santa Monica California​​​​
Stan_Yapp​​​​;Cardiac arrest​​​​;['Stan_Yapp__2', 'Stan_Yapp__3', 'Stan_Yapp__4', 'Stan_Yapp__5', 'Tool and die maker', 'Board of directors']​​​​;2012​​​​;1933​​​​;None​​​​
Stan_Zemanek​​​​;Brain tumor​​​​;Stan_Zemanek__1​​​​;2007​​​​;1947​​​​;North Sydney New South Wales​​​​
Stan_and_Jan_Berenstain​​​​;['Lymphoma', 'Stroke']​​​​;['Stan_and_Jan_Berenstain__1', 'Stan_and_Jan_Berenstain__2', 'Illustrator']​​​​;['2012', '2005']​​​​;1923​​​​;['Solebury Township Bucks County Pennsylvania', 'Doylestown Pennsylvania']​​​​
Stanley_Blystone​​​​;Myocardial infarction​​​​;Stanley_Blystone__1​​​​;1956​​​​;1894​​​​;['California', 'Hollywood']​​​​
Stanley_Clarke_(businessman)​​​​;Colorectal cancer​​​​;['Stanley_Clarke_(businessman)__1', 'Stanley_Clarke_(businessman)__2', 'Stanley_Clarke_(businessman)__3', 'Stanley_Clarke_(businessman)__4', 'Plumber', 'Real estate development', 'Horse trainer']​​​​;2004​​​​;1933​​​​;['Staffordshire', 'Barton-under-Needwood']​​​​
Stanley_Clements​​​​;Chronic obstructive pulmonary disease​​​​;['Stanley_Clements__1', 'Comedian', 'Actor']​​​​;1981​​​​;1926​​​​;['Pasadena California', 'United States']​​​​
Stanley_Cortez​​​​;Myocardial infarction​​​​;['Stanley_Cortez__1', 'Cinematographer']​​​​;1997​​​​;1908​​​​;['California', 'Hollywood']​​​​
Stanley_Fafara​​​​;Hernia​​​​;Stanley_Fafara__1​​​​;2003​​​​;1949​​​​;['Portland Oregon', 'Oregon']​​​​
Stanley_Hiller​​​​;Alzheimer's disease​​​​;None​​​​;2006​​​​;1924​​​​;['California', 'Atherton California']​​​​
Stanley_Lebergott​​​​;Cardiac arrest​​​​;['Stanley_Lebergott__1', 'Economist', 'Professors in the United States']​​​​;2009​​​​;1918​​​​;['Connecticut', 'Middletown Connecticut']​​​​
Stanley_Milgram​​​​;Myocardial infarction​​​​;None​​​​;1984​​​​;1933​​​​;['Manhattan', 'United States']​​​​
Stanley_Price​​​​;Myocardial infarction​​​​;['Stanley_Price__1', 'Actor']​​​​;1955​​​​;1892​​​​;['Garden Grove California', 'United States']​​​​
Stanley_Vestal​​​​;Myocardial infarction​​​​;['Stanley_Vestal__1', 'Stanley_Vestal__2', 'Author', 'Professor']​​​​;1957​​​​;1887​​​​;['Oklahoma', 'Oklahoma City']​​​​
Stefan_Marinov​​​​;Suicide​​​​;None​​​​;1997​​​​;1931​​​​;['Graz', 'Austria']​​​​
Stella_Zázvorková​​​​;Myocardial infarction​​​​;['Stella_Zázvorková__1', 'Actor']​​​​;2005​​​​;1922​​​​;['Czech Republic', 'Prague']​​​​
Stephan_Cohn-Vossen​​​​;Pneumonia​​​​;None​​​​;None​​​​;None​​​​;Moscow​​​​
Stephanie_Parker​​​​;Suicide​​​​;['Stephanie_Parker__1', 'Actor']​​​​;2009​​​​;1987​​​​;['Pontypridd', 'Wales']​​​​
Stephen_Boyd​​​​;Myocardial infarction​​​​;['Stephen_Boyd__1', 'Actor']​​​​;1977​​​​;1931​​​​;['California', 'Northridge Los Angeles']​​​​
Stephen_Crohn​​​​;Suicide methods​​​​;Stephen_Crohn__1​​​​;2013​​​​;1946​​​​;['Manhattan', 'New York City']​​​​
Stephen_Crosby​​​​;Laudanum​​​​;Stephen_Crosby__1​​​​;1869​​​​;1808​​​​;Austin Texas​​​​
Stephen_Decatur_Carpenter​​​​;Killed in action​​​​;None​​​​;1862​​​​;1818​​​​;['Tennessee', 'Rutherford County Tennessee']​​​​
Stephen_J._Cannell​​​​;Melanoma​​​​;Stephen_J._Cannell__1​​​​;2010​​​​;1941​​​​;Pasadena California​​​​
Stephen_J._Hay​​​​;Meningitis​​​​;None​​​​;1916​​​​;1864​​​​;Dallas​​​​
Stephen_McNally​​​​;Myocardial infarction​​​​;Stephen_McNally__1​​​​;1994​​​​;1911​​​​;Beverly Hills California​​​​
Stephen_P._Nash​​​​;Myocardial infarction​​​​;None​​​​;1898​​​​;1821​​​​;Bernardsville New Jersey​​​​
Stephen_Shadegg​​​​;Cancer​​​​;['Stephen_Shadegg__1', 'Stephen_Shadegg__2', 'Stephen_Shadegg__3', 'Stephen_Shadegg__4', 'Public relations', 'Political consulting']​​​​;1990​​​​;1909​​​​;['Phoenix Arizona', 'Arizona']​​​​
Stephen_Strimpell​​​​;['Cardiac arrest', 'Heart failure']​​​​;Stephen_Strimpell__1​​​​;2006​​​​;1934​​​​;['California', 'Los Angeles']​​​​
Stephen_Stucker​​​​;AIDS​​​​;Stephen_Stucker__1​​​​;1986​​​​;1947​​​​;['California', 'Hollywood']​​​​
Stephen_Sutton​​​​;Colorectal cancer​​​​;Stephen_Sutton__1​​​​;2014​​​​;1994​​​​;Queen Elizabeth Hospital Birmingham​​​​
Stephen_Tredre​​​​;Bone tumor​​​​;['Stephen_Tredre__1', 'Stephen_Tredre__2']​​​​;1997​​​​;1963​​​​;['London', 'Islington']​​​​
Stephen_W._Bosworth​​​​;Pancreatic cancer​​​​;Stephen_W._Bosworth__1​​​​;2016​​​​;1939​​​​;Boston​​​​
Stephen_W._Burns​​​​;AIDS​​​​;['Stephen_W._Burns__1', 'Actor']​​​​;1990​​​​;1954​​​​;['Santa Barbara California', 'United States']​​​​
Stephen_Ward​​​​;Barbiturate overdose​​​​;['Stephen_Ward__1', 'Doctor of Osteopathic Medicine']​​​​;1963​​​​;1912​​​​;['Chelsea London', 'England']​​​​
Stepin_Fetchit​​​​;['Pneumonia', 'Heart failure']​​​​;Stepin_Fetchit__1​​​​;1985​​​​;1902​​​​;Woodland Hills Los Angeles​​​​
Sterling_C._Robertson​​​​;Pneumonia​​​​;None​​​​;1842​​​​;1785​​​​;['Texas', 'Robertson County Texas']​​​​
Sterling_Holloway​​​​;Cardiac arrest​​​​;['Sterling_Holloway__1', 'Voice acting']​​​​;1992​​​​;1905​​​​;Los Angeles​​​​
Steve_Brodie_(actor)​​​​;Cancer​​​​;Steve_Brodie_(actor)__1​​​​;1992​​​​;1919​​​​;['California', 'West Hills Los Angeles']​​​​
Steve_Byrnes​​​​;Head and neck cancer​​​​;Steve_Byrnes__1​​​​;2015​​​​;1959​​​​;Fort Mill South Carolina​​​​
Steve_Franken​​​​;Cancer​​​​;None​​​​;2012​​​​;1932​​​​;['California', 'Canoga Park Los Angeles']​​​​
Steve_Ihnat​​​​;Myocardial infarction​​​​;Steve_Ihnat__1​​​​;1972​​​​;1934​​​​;Cannes​​​​
Steve_Irwin​​​​;Stingray injury​​​​;['Steve_Irwin__1', 'Steve_Irwin__2', 'Steve_Irwin__3', 'Steve_Irwin__4', 'Steve_Irwin__5', 'Zoology', 'Herpetology', 'Natural history', 'Nature documentary']​​​​;2006​​​​;1962​​​​;['Queensland', 'Port Douglas', 'Batt Reef']​​​​
Steve_Jobs​​​​;['Pancreatic cancer', 'Respiratory arrest']​​​​;['Apple Inc.', 'NeXT', 'Pixar', 'Steve_Jobs__2', 'Steve_Jobs__3', 'Steve_Jobs__4', 'Steve_Jobs__5', 'Steve_Jobs__6', 'Steve_Jobs__7']​​​​;2011​​​​;1955​​​​;Palo Alto California​​​​
Steve_Landesberg​​​​;Colorectal cancer​​​​;['Steve_Landesberg__1', 'Voice acting', 'Comedian', 'Actor']​​​​;2010​​​​;1936​​​​;Los Angeles​​​​
Steve_McQueen​​​​;Mesothelioma​​​​;Steve_McQueen__1​​​​;1980​​​​;1930​​​​;['Ciudad Juárez', 'Chihuahua (state)']​​​​
Steve_Sheppard-Brodie​​​​;Cancer​​​​;Steve_Sheppard-Brodie__1​​​​;2001​​​​;1948​​​​;['California', 'United States', 'San Diego County California']​​​​
Steven_H._Scheuer​​​​;Heart failure​​​​;Steven_H._Scheuer__1​​​​;2014​​​​;1926​​​​;New York City​​​​
Steven_Sotloff​​​​;Decapitation​​​​;['Steven_Sotloff__1', 'Journalist']​​​​;2014​​​​;1983​​​​;Syrian Desert​​​​
S._Shamsuddin​​​​;['Asthma', "Parkinson's disease"]​​​​;S._Shamsuddin__1​​​​;2013​​​​;1929​​​​;['Singapore', 'Jurong']​​​​
S._Siddalingaiah​​​​;['Swine influenza', 'Ulcer']​​​​;S._Siddalingaiah__1​​​​;['0012', '2015']​​​​;1936​​​​;Bangalore​​​​
SM_Nasimuddin_SM_Amin​​​​;Lung cancer​​​​;['SM_Nasimuddin_SM_Amin__1', 'Naza']​​​​;2008​​​​;1955​​​​;['California', 'Los Angeles', 'United States']​​​​
Sabu_Dastagir​​​​;Myocardial infarction​​​​;Sabu_Dastagir__1​​​​;1963​​​​;1924​​​​;['California', 'Los Angeles', 'Chatsworth Los Angeles', 'United States']​​​​
Sacha_Grunpeter​​​​;Traffic collision​​​​;['Sacha_Grunpeter__1', 'Actor']​​​​;2005​​​​;1971​​​​;['California', 'Los Angeles']​​​​
Sadako_Sasaki​​​​;Leukemia​​​​;Sadako_Sasaki__1​​​​;1955​​​​;1943​​​​;['Japan', 'Hiroshima']​​​​
Sadako_Sawamura​​​​;Myocardial infarction​​​​;Sadako_Sawamura__1​​​​;1996​​​​;1908​​​​;None​​​​
Sadegh_Sharafkandi​​​​;Fear​​​​;None​​​​;1992​​​​;1938​​​​;['Berlin', 'Germany']​​​​
Sadun_Boro​​​​;Bladder cancer​​​​;None​​​​;2015​​​​;1928​​​​;Marmaris​​​​
Saeed_Chmagh​​​​;30 mm caliber​​​​;Saeed_Chmagh__1​​​​;2007​​​​;1967​​​​;['Baghdad', 'Iraq']​​​​
Sahara_Sue​​​​;Homicide​​​​;None​​​​;1979​​​​;1954​​​​;['Nevada', 'Las Vegas', 'Clark County Nevada', 'United States']​​​​
Sait_Maden​​​​;Pneumonia​​​​;['Sait_Maden__1', 'Graphic designer', 'Painting', 'Translation', 'Poet']​​​​;2013​​​​;1931​​​​;Istanbul​​​​
